timestamp,consumption_kWh
2024-08-01 00:00,0.0
2024-08-01 01:00,0.0
2024-08-01 02:00,0.0
2024-08-01 03:00,0.0
2024-08-01 04:00,0.0
2024-08-01 05:00,0.0
2024-08-01 06:00,0.0
2024-08-01 07:00,0.0
2024-08-01 08:00,0.0
2024-08-01 09:00,0.0
2024-08-01 10:00,0.0
2024-08-01 11:00,0.0
2024-08-01 12:00,2.3118510269900483
2024-08-01 13:00,2.512226375625845
2024-08-01 14:00,1.9728181704765877
2024-08-01 15:00,0.0
2024-08-01 16:00,0.0
2024-08-01 17:00,2.1802971216559293
2024-08-01 18:00,2.730477213829286
2024-08-01 19:00,3.2645601425594446
2024-08-01 20:00,3.3854736844626103
2024-08-01 21:00,0.0
2024-08-01 22:00,0.0
2024-08-01 23:00,0.0
2024-08-02 00:00,0.0
2024-08-02 01:00,0.0
2024-08-02 02:00,0.0
2024-08-02 03:00,0.0
2024-08-02 04:00,0.0
2024-08-02 05:00,0.0
2024-08-02 06:00,0.0
2024-08-02 07:00,0.0
2024-08-02 08:00,0.0
2024-08-02 09:00,0.0
2024-08-02 10:00,0.0
2024-08-02 11:00,0.0
2024-08-02 12:00,2.77944116044649
2024-08-02 13:00,2.74369954395056
2024-08-02 14:00,1.7931117965755097
2024-08-02 15:00,0.0
2024-08-02 16:00,0.0
2024-08-02 17:00,3.4552990815232527
2024-08-02 18:00,2.8039543367100044
2024-08-02 19:00,2.0503765330503247
2024-08-02 20:00,2.536265179441968
2024-08-02 21:00,0.0
2024-08-02 22:00,0.0
2024-08-02 23:00,0.0
2024-08-03 00:00,0.0
2024-08-03 01:00,0.0
2024-08-03 02:00,0.0
2024-08-03 03:00,0.0
2024-08-03 04:00,0.0
2024-08-03 05:00,0.0
2024-08-03 06:00,0.0
2024-08-03 07:00,0.0
2024-08-03 08:00,0.0
2024-08-03 09:00,0.0
2024-08-03 10:00,0.0
2024-08-03 11:00,0.0
2024-08-03 12:00,2.126847876926382
2024-08-03 13:00,3.0949123281820574
2024-08-03 14:00,1.5160726311883863
2024-08-03 15:00,0.0
2024-08-03 16:00,0.0
2024-08-03 17:00,1.5605275790685278
2024-08-03 18:00,3.220769069749901
2024-08-03 19:00,2.848954734844673
2024-08-03 20:00,3.4859707824200816
2024-08-03 21:00,0.0
2024-08-03 22:00,0.0
2024-08-03 23:00,0.0
2024-08-04 00:00,0.0
2024-08-04 01:00,0.0
2024-08-04 02:00,0.0
2024-08-04 03:00,0.0
2024-08-04 04:00,0.0
2024-08-04 05:00,0.0
2024-08-04 06:00,0.0
2024-08-04 07:00,0.0
2024-08-04 08:00,0.0
2024-08-04 09:00,0.0
2024-08-04 10:00,0.0
2024-08-04 11:00,0.0
2024-08-04 12:00,1.8019125686791977
2024-08-04 13:00,2.6518412695918894
2024-08-04 14:00,2.057837529667246
2024-08-04 15:00,0.0
2024-08-04 16:00,0.0
2024-08-04 17:00,2.260826719303197
2024-08-04 18:00,2.116324297802848
2024-08-04 19:00,2.5722830187326067
2024-08-04 20:00,2.9675741156270723
2024-08-04 21:00,0.0
2024-08-04 22:00,0.0
2024-08-04 23:00,0.0
2024-08-05 00:00,0.0
2024-08-05 01:00,0.0
2024-08-05 02:00,0.0
2024-08-05 03:00,0.0
2024-08-05 04:00,0.0
2024-08-05 05:00,0.0
2024-08-05 06:00,0.0
2024-08-05 07:00,0.0
2024-08-05 08:00,0.0
2024-08-05 09:00,0.0
2024-08-05 10:00,0.0
2024-08-05 11:00,0.0
2024-08-05 12:00,1.503100971689565
2024-08-05 13:00,2.037648215677704
2024-08-05 14:00,1.7301083675530398
2024-08-05 15:00,0.0
2024-08-05 16:00,0.0
2024-08-05 17:00,1.6191936364264232
2024-08-05 18:00,2.1923411434807303
2024-08-05 19:00,3.249694474494895
2024-08-05 20:00,3.333986251921253
2024-08-05 21:00,0.0
2024-08-05 22:00,0.0
2024-08-05 23:00,0.0
2024-08-06 00:00,0.0
2024-08-06 01:00,0.0
2024-08-06 02:00,0.0
2024-08-06 03:00,0.0
2024-08-06 04:00,0.0
2024-08-06 05:00,0.0
2024-08-06 06:00,0.0
2024-08-06 07:00,0.0
2024-08-06 08:00,0.0
2024-08-06 09:00,0.0
2024-08-06 10:00,0.0
2024-08-06 11:00,0.0
2024-08-06 12:00,1.692658713533568
2024-08-06 13:00,2.0961898064714264
2024-08-06 14:00,1.749856617950791
2024-08-06 15:00,0.0
2024-08-06 16:00,0.0
2024-08-06 17:00,3.436342311898774
2024-08-06 18:00,2.7018000468180867
2024-08-06 19:00,1.569433363349945
2024-08-06 20:00,3.1982610063680807
2024-08-06 21:00,0.0
2024-08-06 22:00,0.0
2024-08-06 23:00,0.0
2024-08-07 00:00,0.0
2024-08-07 01:00,0.0
2024-08-07 02:00,0.0
2024-08-07 03:00,0.0
2024-08-07 04:00,0.0
2024-08-07 05:00,0.0
2024-08-07 06:00,0.0
2024-08-07 07:00,0.0
2024-08-07 08:00,0.0
2024-08-07 09:00,0.0
2024-08-07 10:00,0.0
2024-08-07 11:00,0.0
2024-08-07 12:00,2.30829801996878
2024-08-07 13:00,1.7860898557748008
2024-08-07 14:00,3.361116619529002
2024-08-07 15:00,0.0
2024-08-07 16:00,0.0
2024-08-07 17:00,2.9154946885164783
2024-08-07 18:00,2.77926053668649
2024-08-07 19:00,2.645786882865021
2024-08-07 20:00,2.4297773166731496
2024-08-07 21:00,0.0
2024-08-07 22:00,0.0
2024-08-07 23:00,0.0
2024-08-08 00:00,0.0
2024-08-08 01:00,0.0
2024-08-08 02:00,0.0
2024-08-08 03:00,0.0
2024-08-08 04:00,0.0
2024-08-08 05:00,0.0
2024-08-08 06:00,0.0
2024-08-08 07:00,0.0
2024-08-08 08:00,0.0
2024-08-08 09:00,0.0
2024-08-08 10:00,0.0
2024-08-08 11:00,0.0
2024-08-08 12:00,2.397869713927605
2024-08-08 13:00,1.5466679351796089
2024-08-08 14:00,1.8236010046625857
2024-08-08 15:00,0.0
2024-08-08 16:00,0.0
2024-08-08 17:00,1.5988118484532037
2024-08-08 18:00,3.337250233749113
2024-08-08 19:00,3.43298335839099
2024-08-08 20:00,2.5287305551077326
2024-08-08 21:00,0.0
2024-08-08 22:00,0.0
2024-08-08 23:00,0.0
2024-08-09 00:00,0.0
2024-08-09 01:00,0.0
2024-08-09 02:00,0.0
2024-08-09 03:00,0.0
2024-08-09 04:00,0.0
2024-08-09 05:00,0.0
2024-08-09 06:00,0.0
2024-08-09 07:00,0.0
2024-08-09 08:00,0.0
2024-08-09 09:00,0.0
2024-08-09 10:00,0.0
2024-08-09 11:00,0.0
2024-08-09 12:00,2.849725577322099
2024-08-09 13:00,3.359549687738045
2024-08-09 14:00,2.3372149358052705
2024-08-09 15:00,0.0
2024-08-09 16:00,0.0
2024-08-09 17:00,2.827674202704066
2024-08-09 18:00,3.228970771397754
2024-08-09 19:00,2.8149826691432582
2024-08-09 20:00,1.9697234600998192
