timestamp,price_EUR_MWh
2023-12-01T00:00+01:00,105.96
2023-12-01T01:00+01:00,102.09
2023-12-01T02:00+01:00,99.43
2023-12-01T03:00+01:00,97.78
2023-12-01T04:00+01:00,98.58
2023-12-01T05:00+01:00,105.38
2023-12-01T06:00+01:00,120.78
2023-12-01T07:00+01:00,154.15
2023-12-01T08:00+01:00,202.9
2023-12-01T09:00+01:00,215
2023-12-01T10:00+01:00,208.94
2023-12-01T11:00+01:00,205.98
2023-12-01T12:00+01:00,191.55
2023-12-01T13:00+01:00,184.48
2023-12-01T14:00+01:00,185.47
2023-12-01T15:00+01:00,185.01
2023-12-01T16:00+01:00,209.93
2023-12-01T17:00+01:00,244.66
2023-12-01T18:00+01:00,225.62
2023-12-01T19:00+01:00,184.62
2023-12-01T20:00+01:00,141.9
2023-12-01T21:00+01:00,127.97
2023-12-01T22:00+01:00,121.14
2023-12-01T23:00+01:00,114.66
2023-12-02T00:00+01:00,110.92
2023-12-02T01:00+01:00,107.69
2023-12-02T02:00+01:00,104.53
2023-12-02T03:00+01:00,102.5
2023-12-02T04:00+01:00,101.93
2023-12-02T05:00+01:00,107.29
2023-12-02T06:00+01:00,111.02
2023-12-02T07:00+01:00,116.44
2023-12-02T08:00+01:00,127.98
2023-12-02T09:00+01:00,133.99
2023-12-02T10:00+01:00,134.1
2023-12-02T11:00+01:00,132.3
2023-12-02T12:00+01:00,125.11
2023-12-02T13:00+01:00,120.5
2023-12-02T14:00+01:00,119.94
2023-12-02T15:00+01:00,125.57
2023-12-02T16:00+01:00,132.56
2023-12-02T17:00+01:00,147.36
2023-12-02T18:00+01:00,149.98
2023-12-02T19:00+01:00,136.27
2023-12-02T20:00+01:00,128.25
2023-12-02T21:00+01:00,118
2023-12-02T22:00+01:00,111.76
2023-12-02T23:00+01:00,108.68
2023-12-03T00:00+01:00,110.72
2023-12-03T01:00+01:00,108.65
2023-12-03T02:00+01:00,105.74
2023-12-03T03:00+01:00,104.77
2023-12-03T04:00+01:00,96.74
2023-12-03T05:00+01:00,105.7
2023-12-03T06:00+01:00,107.76
2023-12-03T07:00+01:00,109
2023-12-03T08:00+01:00,114.84
2023-12-03T09:00+01:00,116.23
2023-12-03T10:00+01:00,115.61
2023-12-03T11:00+01:00,109.85
2023-12-03T12:00+01:00,108.94
2023-12-03T13:00+01:00,107.78
2023-12-03T14:00+01:00,108.98
2023-12-03T15:00+01:00,118.08
2023-12-03T16:00+01:00,123.62
2023-12-03T17:00+01:00,127.47
2023-12-03T18:00+01:00,129.37
2023-12-03T19:00+01:00,125.99
2023-12-03T20:00+01:00,122.15
2023-12-03T21:00+01:00,119.55
2023-12-03T22:00+01:00,119.57
2023-12-03T23:00+01:00,118.08
2023-12-04T00:00+01:00,108.9
2023-12-04T01:00+01:00,107.26
2023-12-04T02:00+01:00,107.5
2023-12-04T03:00+01:00,107.12
2023-12-04T04:00+01:00,107.26
2023-12-04T05:00+01:00,109.4
2023-12-04T06:00+01:00,121.94
2023-12-04T07:00+01:00,128.8
2023-12-04T08:00+01:00,131.96
2023-12-04T09:00+01:00,131.93
2023-12-04T10:00+01:00,132.78
2023-12-04T11:00+01:00,132.5
2023-12-04T12:00+01:00,130.29
2023-12-04T13:00+01:00,130.76
2023-12-04T14:00+01:00,131.94
2023-12-04T15:00+01:00,129.28
2023-12-04T16:00+01:00,127.27
2023-12-04T17:00+01:00,134.07
2023-12-04T18:00+01:00,129.48
2023-12-04T19:00+01:00,125.07
2023-12-04T20:00+01:00,121.79
2023-12-04T21:00+01:00,120.07
2023-12-04T22:00+01:00,117.4
2023-12-04T23:00+01:00,117.32
2023-12-05T00:00+01:00,113.89
2023-12-05T01:00+01:00,112.96
2023-12-05T02:00+01:00,113.63
2023-12-05T03:00+01:00,113.49
2023-12-05T04:00+01:00,112.12
2023-12-05T05:00+01:00,114.49
2023-12-05T06:00+01:00,121.54
2023-12-05T07:00+01:00,127.67
2023-12-05T08:00+01:00,130.3
2023-12-05T09:00+01:00,133.86
2023-12-05T10:00+01:00,134.08
2023-12-05T11:00+01:00,133.83
2023-12-05T12:00+01:00,129.44
2023-12-05T13:00+01:00,128.05
2023-12-05T14:00+01:00,129.28
2023-12-05T15:00+01:00,130.88
2023-12-05T16:00+01:00,133.91
2023-12-05T17:00+01:00,143.16
2023-12-05T18:00+01:00,145.09
2023-12-05T19:00+01:00,138.48
2023-12-05T20:00+01:00,129.21
2023-12-05T21:00+01:00,121.92
2023-12-05T22:00+01:00,118.83
2023-12-05T23:00+01:00,114.43
2023-12-06T00:00+01:00,104.45
2023-12-06T01:00+01:00,100.41
2023-12-06T02:00+01:00,97.3
2023-12-06T03:00+01:00,97.05
2023-12-06T04:00+01:00,96.35
2023-12-06T05:00+01:00,101.31
2023-12-06T06:00+01:00,119.78
2023-12-06T07:00+01:00,138.31
2023-12-06T08:00+01:00,167.05
2023-12-06T09:00+01:00,167.54
2023-12-06T10:00+01:00,157.89
2023-12-06T11:00+01:00,149.39
2023-12-06T12:00+01:00,141.85
2023-12-06T13:00+01:00,141.19
2023-12-06T14:00+01:00,140.85
2023-12-06T15:00+01:00,149.51
2023-12-06T16:00+01:00,162.9
2023-12-06T17:00+01:00,188.63
2023-12-06T18:00+01:00,181.14
2023-12-06T19:00+01:00,159.3
2023-12-06T20:00+01:00,135.16
2023-12-06T21:00+01:00,120.86
2023-12-06T22:00+01:00,114.97
2023-12-06T23:00+01:00,105.86
2023-12-07T00:00+01:00,101.06
2023-12-07T01:00+01:00,98.24
2023-12-07T02:00+01:00,97.78
2023-12-07T03:00+01:00,97.25
2023-12-07T04:00+01:00,96.44
2023-12-07T05:00+01:00,105.65
2023-12-07T06:00+01:00,115.81
2023-12-07T07:00+01:00,131.76
2023-12-07T08:00+01:00,153.31
2023-12-07T09:00+01:00,143.83
2023-12-07T10:00+01:00,134.22
2023-12-07T11:00+01:00,132.28
2023-12-07T12:00+01:00,127.44
2023-12-07T13:00+01:00,123.96
2023-12-07T14:00+01:00,129.06
2023-12-07T15:00+01:00,130.61
2023-12-07T16:00+01:00,130.61
2023-12-07T17:00+01:00,129.44
2023-12-07T18:00+01:00,123.67
2023-12-07T19:00+01:00,119.9
2023-12-07T20:00+01:00,112.03
2023-12-07T21:00+01:00,113.86
2023-12-07T22:00+01:00,111.98
2023-12-07T23:00+01:00,106.29
2023-12-08T00:00+01:00,102.76
2023-12-08T01:00+01:00,101.22
2023-12-08T02:00+01:00,98.53
2023-12-08T03:00+01:00,99.41
2023-12-08T04:00+01:00,97.99
2023-12-08T05:00+01:00,101.78
2023-12-08T06:00+01:00,109.5
2023-12-08T07:00+01:00,114
2023-12-08T08:00+01:00,116.88
2023-12-08T09:00+01:00,117.36
2023-12-08T10:00+01:00,117.42
2023-12-08T11:00+01:00,116.89
2023-12-08T12:00+01:00,113.22
2023-12-08T13:00+01:00,112.97
2023-12-08T14:00+01:00,112.99
2023-12-08T15:00+01:00,112.97
2023-12-08T16:00+01:00,114.57
2023-12-08T17:00+01:00,119.85
2023-12-08T18:00+01:00,119.83
2023-12-08T19:00+01:00,115.69
2023-12-08T20:00+01:00,111.68
2023-12-08T21:00+01:00,108.72
2023-12-08T22:00+01:00,107.75
2023-12-08T23:00+01:00,106.43
2023-12-09T00:00+01:00,87.37
2023-12-09T01:00+01:00,86.51
2023-12-09T02:00+01:00,86.15
2023-12-09T03:00+01:00,85.03
2023-12-09T04:00+01:00,83.06
2023-12-09T05:00+01:00,83.15
2023-12-09T06:00+01:00,85.1
2023-12-09T07:00+01:00,89.56
2023-12-09T08:00+01:00,97.03
2023-12-09T09:00+01:00,98.35
2023-12-09T10:00+01:00,98.64
2023-12-09T11:00+01:00,99.12
2023-12-09T12:00+01:00,100.76
2023-12-09T13:00+01:00,98.93
2023-12-09T14:00+01:00,98.88
2023-12-09T15:00+01:00,96.23
2023-12-09T16:00+01:00,98.09
2023-12-09T17:00+01:00,99.36
2023-12-09T18:00+01:00,94.97
2023-12-09T19:00+01:00,95.21
2023-12-09T20:00+01:00,93.9
2023-12-09T21:00+01:00,94.06
2023-12-09T22:00+01:00,93.76
2023-12-09T23:00+01:00,87.07
2023-12-10T00:00+01:00,89.41
2023-12-10T01:00+01:00,75.03
2023-12-10T02:00+01:00,36.81
2023-12-10T03:00+01:00,26.67
2023-12-10T04:00+01:00,23.12
2023-12-10T05:00+01:00,28.75
2023-12-10T06:00+01:00,39.82
2023-12-10T07:00+01:00,84.03
2023-12-10T08:00+01:00,92.1
2023-12-10T09:00+01:00,95.01
2023-12-10T10:00+01:00,95
2023-12-10T11:00+01:00,89.41
2023-12-10T12:00+01:00,80.54
2023-12-10T13:00+01:00,72.99
2023-12-10T14:00+01:00,85.08
2023-12-10T15:00+01:00,96.22
2023-12-10T16:00+01:00,99.69
2023-12-10T17:00+01:00,101.89
2023-12-10T18:00+01:00,103.87
2023-12-10T19:00+01:00,103
2023-12-10T20:00+01:00,102.87
2023-12-10T21:00+01:00,100.38
2023-12-10T22:00+01:00,100.99
2023-12-10T23:00+01:00,97.08
2023-12-11T00:00+01:00,84.62
2023-12-11T01:00+01:00,59.22
2023-12-11T02:00+01:00,41.63
2023-12-11T03:00+01:00,42.71
2023-12-11T04:00+01:00,70.51
2023-12-11T05:00+01:00,93.51
2023-12-11T06:00+01:00,97.77
2023-12-11T07:00+01:00,110.28
2023-12-11T08:00+01:00,115.04
2023-12-11T09:00+01:00,114.84
2023-12-11T10:00+01:00,114.92
2023-12-11T11:00+01:00,113.77
2023-12-11T12:00+01:00,111.36
2023-12-11T13:00+01:00,111.36
2023-12-11T14:00+01:00,111.97
2023-12-11T15:00+01:00,115.04
2023-12-11T16:00+01:00,114.98
2023-12-11T17:00+01:00,121.27
2023-12-11T18:00+01:00,122.97
2023-12-11T19:00+01:00,119.69
2023-12-11T20:00+01:00,115.73
2023-12-11T21:00+01:00,108.82
2023-12-11T22:00+01:00,105.07
2023-12-11T23:00+01:00,97.22
2023-12-12T00:00+01:00,93.39
